"state","county","community","communityname","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LemasSwornFT","LemasSwFTPerPop","LemasSwFTFieldOps","LemasSwFTFieldPerPop","LemasTotalReq","LemasTotReqPerPop","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","ViolentCrimesPerPop"
39,"?","?","Marioncity",0.04,0.41,0.08,0.92,0.03,0.01,0.42,0.47,0.3,0.41,0,0,0.18,0.43,0.22,0.33,0.56,0.6,0.52,0.19,0.18,0.17,0.19,0.18,0.28,"0.22",0.27,0.05,0.44,0.33,0.53,0.13,0.75,0.36,0.61,0.33,0.68,0.23,0.73,0.28,0.67,0.72,0.47,0.54,0.55,0.58,0.6,0.46,0.46,0.02,0.24,0,0,0.24,0.23,0.38,0,0.01,0.01,0.01,0.98,0.02,0.22,0.21,0.44,0.44,0.44,0.53,0.08,0.43,0.5,0.05,0.7,0.53,0.26,0.73,0.13,0.73,0.47,0.03,0.02,0.03,0.13,0.14,0.12,0.18,0.45,0.14,0.39,0,0,0.02,0.85,0.58,0.79,0.81,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.02,0.36,0.06,"?","?","?","?",0,"?",0.09
48,"?","?","Cleburnecity",0.02,0.47,0.11,0.83,0.02,0.19,0.44,0.44,0.28,0.52,0,0,0.24,0.42,0.47,0.33,0.63,0.3,0.32,0.26,0.24,0.24,0.2,0.26,0.26,"0.19",0.22,0.03,0.39,0.43,0.54,0.2,0.57,0.36,0.46,0.34,0.57,0.32,0.45,0.23,0.46,0.48,0.52,0.7,0.67,0.76,0.79,0.37,0.34,0.01,0.17,0.01,0.31,0.38,0.4,0.54,0.09,0.09,0.09,0.11,0.86,0.11,0.32,0.31,0.5,0.45,0.58,0.59,0.21,0.51,0.5,0.06,0.51,0.62,0.08,0.5,0.52,0.69,0.3,0.07,0.08,0.09,0.21,0.23,0.25,0.25,0.38,0.39,0.46,0,0,0.11,0.78,0.55,0.68,0.82,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.05,0.09,0.02,"?","?","?","?",0,"?",0.14
39,"3","43554","Limacity",0.06,0.51,0.47,0.61,0.03,0.03,0.45,0.52,0.34,0.43,0.07,1,0.16,0.39,0.19,0.33,0.6,0.64,0.61,0.18,0.15,0.17,0.16,0.22,0.54,"0.17",0.2,0.08,0.57,0.31,0.53,0.11,0.9,0.22,0.5,0.38,0.64,0.22,0.9,0.5,0.69,0.81,0.52,0.33,0.35,0.31,0.31,0.5,0.51,0.06,0.53,0,0.26,0.32,0.35,0.35,0.01,0.02,0.02,0.01,0.95,0.02,0.33,0.29,0.44,0.43,0.47,0.49,0.1,0.47,0.5,0.12,0.47,0.5,0.97,0.7,0.23,0.55,0.23,0.04,0.04,0.04,0.12,0.16,0.16,0.17,0.56,0.08,0.31,0.04,0,0.02,0.82,0.57,0.74,0.8,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.03,0.3,0.08,"?","?","?","?",0,"?",0.97
12,"?","?","DaytonaBeachcity",0.08,0.23,0.6,0.5,0.07,0.04,0.51,0.62,0.55,0.7,0.1,1,0.12,0.26,0.12,0.38,0.7,0.37,0.6,0.15,0.23,0.3,0.17,0.18,0.2,"0.31",0.41,0.12,0.6,0.3,0.45,0.25,0.51,0.26,0.15,0.42,0.23,0.35,0.73,0.75,0.69,0.73,0.26,0.12,0.1,0.24,0,0.59,0.54,0.08,0.65,0.03,0.37,0.38,0.39,0.39,0.18,0.17,0.15,0.14,0.86,0.06,0.22,0.14,0.18,0.2,0.22,0.33,0.19,0.8,0,0.25,0.39,0.34,0.11,0.27,0.58,0.66,0.11,0.11,0.11,0.12,0.25,0.28,0.31,0.28,0.73,0.63,0.42,0.05,0.04,0.21,0.28,0.36,0.44,0.3,"0.03","0.3","0.96","0.33","0.05","0.31","0.35","0.3","0.34","0.37","0.18","0.05","0","0.16","0.05","0.64","0.66",0.09,0.16,0.19,"0.06","0.03","0.63","0",0.66,"0.21",0.86
18,"?","?","LaPortecity",0.02,0.35,0.03,0.96,0.01,0.04,0.37,0.46,0.29,0.55,0,0,0.22,0.45,0.38,0.42,0.6,0.29,0.58,0.25,0.24,0.24,0.19,0.13,0.18,"0.2",0.29,0.02,0.26,0.33,0.48,0.18,0.29,0.48,0.73,0.31,0.74,0.23,0.62,0.33,0.64,0.66,0.4,0.57,0.62,0.58,0.63,0.72,0.66,0.01,0.17,0,0,0.05,0.08,0.06,0,0.01,0.01,0.01,0.93,0.02,0.21,0.19,0.36,0.39,0.33,0.58,0.1,0.56,0,0.02,0.81,0.56,0.3,0.55,0.17,0.38,0.11,0.07,0.05,0.06,0.16,0.17,0.19,0.2,0.26,0.16,0.54,0,0,0.05,0.75,0.59,0.83,0.81,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.03,0.16,0.04,"?","?","?","?",0,"?",0.53
6,"?","?","LaPalmacity",0.01,0.72,0.08,0.39,1,0.22,0.54,0.54,0.41,0.15,0.02,1,0.7,0.86,0.29,0.59,0.16,0.14,0.34,0.63,0.49,0.56,0.49,0.7,0.35,"0.38",0.52,0.01,0.14,0.11,0.17,0.51,0.09,0.77,0.5,0.33,0.2,0.61,0.3,0.47,0.33,0.32,0.69,0.8,0.77,0.8,0.64,0.58,0.54,0,0.07,0.03,0.36,0.33,0.46,0.52,0.69,0.56,0.71,0.73,0.37,0.41,0.37,0.41,0.8,0.81,0.68,0.72,0.38,0.26,0.5,0,0.93,0.7,0,0.17,0.67,0.05,0.07,0.86,0.84,0.78,0.87,0.74,0.85,0.76,0.56,0.56,0.15,0,0,0.82,0.41,0.66,0.52,0.71,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0,0.71,0.04,"?","?","?","?",0,"?",0.15
6,"?","?","Hawthornecity",0.1,0.43,0.55,0.12,0.67,0.58,0.4,0.66,0.42,0.21,0.11,1,0.32,0.72,0.12,0.24,0.2,0.45,0.23,0.32,0.3,0.36,0.36,0.26,0.31,"0.27",0.33,0.09,0.36,0.37,0.45,0.24,0.43,0.63,0.62,0.22,0.43,0.32,0.72,0.67,0.76,0.77,0.59,0.34,0.38,0.37,0.35,0.48,0.48,0.09,0.73,0.14,0.42,0.51,0.57,0.64,0.86,0.92,0.94,0.97,0.31,0.67,0.55,0.43,0.46,0.62,0.46,0.05,0.88,0.89,0,0.11,0.72,0.05,0.1,0.16,0.6,0.24,0.25,0.57,0.6,0.59,0.63,0.57,0.63,0.54,0.6,0.68,0.1,0,0,0.87,0.37,0.31,0.74,0.59,"0.01","0.09","0.98","0.13","0.03","0.17","0.51","0.09","0","0.82","0.06","0.21","0.21","0.2","0.01","0.57","0.47",0.01,1,0.29,"0.05","0.03","0.89","0.5",0.47,"0.18",1
48,"?","?","DeerParkcity",0.03,0.69,0.02,0.89,0.07,0.2,0.55,0.5,0.3,0.11,0.04,1,0.57,0.88,0.47,0.49,0.19,0.12,0.27,0.51,0.36,0.36,0.23,0.26,0.21,"0.34",0.39,0.01,0.12,0.14,0.25,0.23,0.31,0.67,0.63,0.34,0.35,0.39,0.44,0.27,0.45,0.46,0.65,0.8,0.78,0.88,0.78,0.55,0.47,0,0.04,0.01,0.18,0.24,0.3,0.31,0.04,0.04,0.05,0.05,0.86,0.06,0.24,0.27,0.75,0.73,0.72,0.71,0.22,0.17,0.5,0.01,0.89,0.71,0.33,0.44,0.71,0.21,0.06,0.14,0.12,0.11,0.3,0.3,0.35,0.34,0.13,0.15,0.22,0,0,0.09,0.71,0.6,0.85,0.86,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.03,0.22,0,"?","?","?","?",0,"?",0.09
47,"?","?","Shelbyvillecity",0.01,0.34,0.33,0.72,0.05,0.01,0.4,0.47,0.31,0.57,0,0,0.14,0.39,0.36,0.24,0.58,0.55,0.28,0.17,0.18,0.19,0.18,0.06,0.4,"0.16",0.12,0.02,0.52,0.86,0.79,0.14,0.38,0.42,0.93,0.15,0.91,0.18,0.7,0.32,0.63,0.68,0.36,0.42,0.44,0.43,0.52,0.72,0.68,0.01,0.41,0,0.38,0.89,1,1,0.03,0.07,0.08,0.07,0.97,0.06,0.14,0.13,0.35,0.33,0.41,0.49,0.13,0.59,0,0.02,0.69,0.51,0.11,0.52,0.54,0.77,0.22,0.07,0.06,0.06,0.06,0.13,0.17,0.14,0.42,0.37,0.57,0,0,0.03,0.86,0.53,0.75,0.81,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.04,0.08,0,"?","?","?","?",0,"?",0.24
38,"15","7200","Bismarckcity",0.06,0.39,0,0.95,0.03,0.01,0.41,0.48,0.29,0.35,0.08,1,0.27,0.65,1,0.57,0.39,0.22,0.32,0.32,0.28,0.27,0.17,0.09,0.44,"0.13",0.22,0.04,0.25,0.37,0.27,0.42,0.24,0.66,0.07,0.57,0.22,0.51,0.34,0.39,0.36,0.37,0.46,0.7,0.77,0.76,0.6,0.84,0.88,0.01,0.11,0,0.19,0.15,0.21,0.27,0.02,0.01,0.01,0.02,0.86,0.04,0.14,0.13,0.39,0.55,0.18,0.62,0.06,0.5,0.5,0.04,0.88,0.52,0.02,0.29,0.67,0.13,0.16,0.14,0.12,0.12,0.22,0.24,0.25,0.19,0.31,0.41,0.26,0.03,0,0.03,0.83,0.53,0.64,0.81,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.07,0.17,0.01,"?","?","?","?",0,"?",0.03
47,"?","?","Cookevillecity",0.02,0.38,0.06,0.93,0.11,0.01,0.84,0.86,0.9,0.41,0,0,0.15,0.51,0.5,0.38,0.48,0.28,0.36,0.23,0.23,0.22,0.17,0.07,0.17,"0.15",0.41,0.03,0.5,0.61,0.53,0.39,0.41,0.39,0.45,0.48,0.45,0.41,0.42,0.72,0.48,0.46,0.28,0.6,0.63,0.75,0.64,0.57,0.62,0,0.11,0,0.74,0.7,0.73,0.72,0.15,0.12,0.12,0.11,0.93,0.03,0.08,0.07,0.25,0.3,0.26,0.39,0.06,0.53,0.5,0.04,0.69,0.38,0.06,0.33,0.67,0.36,0.24,0.11,0.11,0.13,0.13,0.15,0.16,0.15,0.49,0.24,0.24,0,0,0.08,0.71,0.29,0.32,0.66,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.06,0.09,0.01,"?","?","?","?",0,"?",0.1
40,"?","?","Okmulgeecity",0.01,0.39,0.47,0.44,0.02,0.02,0.5,0.48,0.39,0.61,0,0,0.05,0.22,0.15,0.27,0.71,0.6,0.5,0.09,0.1,0.14,0.15,0.1,0.09,"0.15",0.16,0.04,0.89,0.4,0.54,0.13,0.73,0.15,0.3,0.62,0.5,0.26,0.64,0.44,0.64,0.67,0.41,0.33,0.33,0.21,0.36,0.41,0.4,0.01,0.4,0,0.82,0.71,0.58,0.5,0.05,0.04,0.03,0.02,0.95,0.01,0.24,0.21,0.34,0.3,0.45,0.54,0.15,0.6,0,0.05,0.27,0.57,0.38,0.94,0.31,0.97,1,0,0.01,0.02,0,0.06,0.06,0.09,0.78,0.42,0.35,0.04,0,0.02,0.74,0.58,0.69,0.76,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.03,0.09,0,"?","?","?","?",0,"?",0.41
13,"?","?","ForestParkcity",0.01,0.45,0.37,0.65,0.15,0.05,0.39,0.52,0.32,0.35,0.03,1,0.24,0.62,0.14,0.29,0.49,0.27,0.51,0.23,0.23,0.23,0.28,0.32,0.15,"0.47",0.39,0.02,0.31,0.39,0.62,0.1,0.39,0.54,0.26,0.1,0.69,0.12,0.75,0.36,0.8,0.81,0.47,0.44,0.42,0.54,0.27,0.52,0.59,0.01,0.3,0,0.29,0.48,0.56,0.6,0.07,0.11,0.12,0.11,0.92,0.05,0.24,0.23,0.48,0.39,0.61,0.45,0.21,0.58,0,0.03,0.59,0.51,0.06,0.38,0.46,0.41,0.4,0.11,0.08,0.07,0.35,0.31,0.31,0.35,0.62,0.34,0.4,0,0,0.1,0.66,0.56,0.53,0.66,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.02,0.16,0.13,"?","?","?","?",0,"?",0.56
48,"?","?","Rowlettcity",0.02,0.66,0.1,0.86,0.08,0.11,0.33,0.46,0.16,0.05,0.04,1,0.6,0.92,0.14,0.53,0.09,0.07,0.14,0.53,0.41,0.41,0.39,0.23,0.42,"0.35",0.45,0,0.05,0.07,0.14,0.44,0.14,0.87,0.42,0.32,0.23,0.56,0.29,0.12,0.29,0.3,0.61,0.92,0.91,0.91,0.82,0.73,0.72,0,0.1,0,0.22,0.37,0.46,0.53,0.05,0.07,0.08,0.09,0.89,0.07,0.2,0.24,0.73,0.68,0.79,0.88,0.12,0.06,0.5,0.03,0.71,0.89,0.15,0.68,0.94,0.06,0.06,0.22,0.19,0.17,0.43,0.5,0.58,0.61,0.33,0.64,0.28,0,0,0.09,0.62,0.28,0.55,0.7,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.05,0.1,0.07,"?","?","?","?",0,"?",0.14
29,"?","?","Gladstonecity",0.03,0.35,0.02,0.96,0.05,0.04,0.35,0.44,0.28,0.36,0.04,1,0.42,0.72,0.31,0.57,0.38,0.07,0.47,0.44,0.43,0.42,0.48,0.33,0.27,"0.44",0.38,0.01,0.08,0.14,0.19,0.36,0.14,0.68,0.35,0.32,0.31,0.42,0.46,0.27,0.47,0.48,0.36,0.72,0.76,0.79,0.71,0.76,0.81,0,0.08,0,0.05,0.26,0.25,0.25,0,0.02,0.02,0.02,0.96,0.01,0.09,0.1,0.38,0.46,0.22,0.69,0.06,0.38,0.5,0.03,0.82,0.63,0.06,0.13,0.6,0.06,0.08,0.16,0.14,0.14,0.32,0.29,0.29,0.3,0.28,0.16,0.18,0,0,0.04,0.6,0.58,0.58,0.6,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.02,0.27,0.09,"?","?","?","?",0,"?",0.11
34,"17","77930","Weehawkentownship",0,0.33,0.09,0.75,0.16,0.77,0.28,0.54,0.29,0.4,0.02,1,0.38,0.6,0.05,0.48,0.41,0.33,0.28,0.37,0.42,0.44,0.33,0.29,0.32,"0.32",0.39,0.01,0.24,0.52,0.51,0.44,0.54,0.58,0.42,0.29,0.47,0.49,0.43,0.68,0.48,0.48,0.47,0.53,0.54,0.84,0.63,0.43,0.34,0.01,0.46,0.03,0.26,0.34,0.37,0.45,0.72,0.81,0.82,0.91,0.01,0.97,0.3,0.24,0.37,0.49,0.38,0.13,0.33,0.75,0,0.03,0.61,0.13,0.13,0.71,0,0.29,0.31,0.5,0.57,0.61,0.37,0.43,0.64,0.4,0.32,0.71,1,0.01,0,1,0.31,0.59,0.61,0.45,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0,1,1,"?","?","?","?",0,"?",0.24
23,"5","66145","Scarboroughtown",0,0.43,0,0.99,0.04,0,0.35,0.4,0.23,0.32,0.01,0.32,0.48,0.67,0.32,0.65,0.38,0.14,0.44,0.48,0.44,0.42,0.05,0,0.37,"0",0.41,0,0.05,0.16,0.18,0.46,0.25,0.67,0.25,0.37,0.3,0.5,0.41,0.31,0.39,0.41,0.42,0.8,0.81,0.89,0.76,0.63,0.72,0,0.04,0,0,0.18,0.24,0.2,0,0.02,0.02,0.02,0.92,0.03,0.1,0.11,0.47,0.49,0.35,0.77,0.02,0.36,0.5,0.03,0.49,0.74,0.16,0.97,0.65,0.03,0.57,0.31,0.33,0.35,0.54,0.54,0.58,0.6,0.4,0.53,0.21,0,0,0.05,0.67,0.52,0.66,0.6,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.14,0.02,0.02,"?","?","?","?",0,"?",0.05
34,"3","26640","GlenRockborough",0,0.53,0.04,0.88,0.36,0.03,0.3,0.27,0.16,0.51,0.02,1,0.89,0.65,0.2,0.84,0.56,0.03,0.61,0.86,0.78,0.77,0.59,0,0.53,"1",0.85,0,0.02,0.05,0.07,0.88,0.07,0.57,0.32,0.58,0.06,0.91,0.07,0.28,0.17,0.13,0.49,0.97,0.97,0.98,0.72,0.26,0.36,0,0.05,0.01,0.21,0.59,0.54,0.5,0.14,0.35,0.29,0.24,0.81,0.07,0.13,0.16,0.59,0.57,0.43,0.94,0.02,0.08,0.5,0,0.92,0.93,0,0.45,0.23,0.01,0.06,0.71,0.69,0.64,0.96,0.98,1,1,0.65,0.58,0.68,0,0,0.28,0.4,0.89,0.77,0.69,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.01,0.33,0.76,"?","?","?","?",0,"?",0.03
18,"?","?","Martinsvillecity",0,0.44,0,1,0.01,0.01,0.46,0.51,0.33,0.48,0,0,0.22,0.51,0.21,0.36,0.59,0.3,0.44,0.24,0.21,0.19,0,0.19,0.69,"0",0.21,0.01,0.28,0.32,0.53,0.13,0.36,0.46,0.65,0.35,0.67,0.2,0.61,0.26,0.61,0.64,0.45,0.61,0.62,0.58,0.64,0.5,0.63,0,0.08,0,0,0,0,0.26,0,0,0,0.01,0.99,0.02,0.16,0.16,0.44,0.47,0.4,0.55,0.14,0.59,0,0.01,0.85,0.53,0.12,0.61,0.44,0.54,0.56,0.08,0.06,0.07,0.17,0.2,0.19,0.22,0.32,0.09,0.25,0.01,0,0.01,0.9,0.56,0.8,0.85,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.01,0.24,0.01,"?","?","?","?",0,"?",0.09
12,"?","?","Naplescity",0.02,0.09,0.11,0.91,0.01,0.04,0.06,0.06,0.04,1,0.03,1,0.52,0,0.35,0.85,1,0.11,0.95,0.66,1,1,0.32,0.35,0.52,"0.37",0.4,0.01,0.15,0.11,0.17,0.62,0.13,0.04,0.09,0.41,0.12,0.63,0.42,0.09,0.36,0.4,0,0.56,0.55,0.59,0.5,0.61,0.43,0,0.07,0.01,0.26,0.28,0.34,0.34,0.11,0.1,0.11,0.11,0.9,0.07,0.03,0.03,0.1,0.08,0.16,0.75,0.06,0.64,0,0.29,0,0.76,0.01,0.31,0.71,0.13,0.04,0.49,0.68,1,0.29,0.41,0.56,0.43,0.49,0.54,0.31,0,0.02,0.17,0,0.59,0.53,0.31,"0.1","1","0.93","1","0.09","1","0.24","1","0.9","0.85","0.05","0.17","0.04","0.15","0.11","0.29","0.14",0.03,0.15,0.01,"0.44","0.08","0.13","1",0.61,"1",0.22
34,"23","54705","OldBridgetownship",0.07,0.53,0.07,0.84,0.38,0.09,0.35,0.48,0.28,0.26,0.09,0.97,0.59,0.78,0.23,0.56,0.32,0.14,0.41,0.57,0.47,0.46,0.45,0.27,0.38,"0.54",0.5,0.02,0.08,0.17,0.27,0.38,0.25,0.68,0.36,0.28,0.36,0.45,0.26,0.4,0.31,0.3,0.57,0.83,0.83,0.88,0.68,0.29,0.39,0.01,0.1,0.04,0.3,0.35,0.39,0.43,0.25,0.25,0.26,0.26,0.74,0.11,0.22,0.23,0.58,0.68,0.36,0.68,0.1,0.49,0.5,0.06,0.8,0.62,0.11,0.63,0.56,0.05,0.15,0.42,0.4,0.37,0.62,0.55,0.57,0.53,0.37,0.67,0.74,0,0,0.35,0.47,0.67,0.55,0.53,"0","0.13","0.98","0.15","0.01","0.07","0.17","0.13","0.42","0.53","0.02","0.04","0","0.04","0.01","0.36","0.14",0.11,0.12,0.77,"0.03","0.02","0.7","0",0.35,"0.16",0.06
18,"?","?","Garycity",0.17,0.54,1,0,0.01,0.1,0.55,0.5,0.33,0.37,0.18,1,0.13,0.32,0.11,0.12,0.58,0.84,0.65,0.14,0.13,0.2,0.22,0.15,0.19,"0.24",0.28,0.31,0.79,0.4,0.62,0.12,1,0.19,0.6,0.52,0.67,0.23,0.83,0.63,0.83,0.87,0.69,0,0,0,0.1,0.36,0.36,0.32,1,0.01,0.11,0.08,0.1,0.1,0.01,0.01,0.01,0.01,0.9,0.04,0.6,0.53,0.59,0.6,0.56,0.49,0.31,0.57,0,0.32,0.45,0.49,1,0.92,0.31,0.56,0.37,0.02,0.02,0.02,0.08,0.12,0.13,0.18,0.7,0.28,0.74,0.05,0.05,0.04,0.6,0.76,0.91,0.81,"0.03","0.16","0.96","0.17","0.03","0.12","0.22","0.16","0.77","0","1","0.18","0","1","0.06","0.36","0.21",0.14,0.19,0.34,"0.11","0.02","0.5","0.5",0.79,"0.08",0.89
29,"?","?","Bridgetoncity",0.01,0.42,0.07,0.92,0.08,0.02,0.35,0.4,0.25,0.44,0.03,1,0.44,0.68,0.4,0.7,0.45,0.06,0.56,0.47,0.42,0.4,0.37,0.11,0.37,"0.43",0.33,0,0.06,0.22,0.31,0.37,0.13,0.63,0.5,0.31,0.29,0.5,0.45,0.34,0.48,0.49,0.4,0.71,0.74,0.82,0.62,0.72,0.68,0,0.09,0,0.26,0.27,0.45,0.46,0.03,0.03,0.04,0.04,0.94,0.05,0.16,0.16,0.42,0.47,0.29,0.72,0.05,0.38,0.5,0.02,0.83,0.68,0.05,0.23,0.56,0.03,0.06,0.21,0.19,0.18,0.41,0.36,0.36,0.38,0.09,0.11,0.17,0,0,0.04,0.76,0.64,0.73,0.78,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.04,0.1,0.03,"?","?","?","?",0,"?",0.32
48,"?","?","CopperasCovecity",0.02,0.61,0.32,0.62,0.23,0.16,0.55,0.71,0.49,0.06,0.04,1,0.21,0.88,0.29,0.29,0.1,0.19,0.7,0.17,0.15,0.15,0.21,0.24,0.15,"0.25",0.25,0.03,0.31,0.13,0.19,0.21,0.51,0.65,0.1,0.48,0.3,0.31,0.31,0.19,0.4,0.37,0.6,0.78,0.76,0.81,0.6,0.47,0.42,0,0.06,0.01,0.4,0.44,0.43,0.47,0.21,0.2,0.18,0.18,0.78,0.08,0.23,0.25,0.67,0.65,0.68,0.35,0.26,0.41,0.5,0.06,0.44,0.38,0.04,0.57,0.77,0.32,1,0.1,0.09,0.08,0.25,0.26,0.27,0.29,0.55,0.52,0.36,0,0,0.21,0.18,0.18,0,0,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.02,0.21,0.01,"?","?","?","?",0,"?",0.17
42,"21","64544","Richlandtownship",0,0.51,0.02,0.97,0.05,0,0.68,0.51,0.53,0.61,0.01,0.73,0.26,0.28,0.2,0.68,0.7,0.21,0.92,0.28,0.26,0.25,0.18,0,0.21,"0",0.57,0.01,0.19,0.3,0.36,0.28,0.35,0.16,0.27,0.51,0.34,0.52,0.22,0.46,0.17,0.19,0.35,0.82,0.83,0.81,0.76,0.49,0.48,0,0.05,0,0,0.43,0.58,0.49,0,0.05,0.06,0.04,0.94,0.03,0.07,0.08,0.36,0.43,0.14,0.79,0.01,0.34,0.5,0.01,0.87,0.72,0.13,0.73,0.52,0.08,0.29,0.1,0.1,0.11,0.15,0.18,0.18,0.2,0.31,0.28,0.32,0.01,0,0.05,0.95,0.74,0.72,0.89,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.05,0.05,0.05,"?","?","?","?",0,"?",0.22
22,"?","?","Slidellcity",0.02,0.57,0.21,0.82,0.04,0.04,0.48,0.42,0.27,0.32,0.04,1,0.38,0.64,0.18,0.5,0.42,0.2,0.49,0.36,0.28,0.3,0.16,0.15,0.26,"0.49",0.42,0.02,0.26,0.23,0.32,0.37,0.32,0.47,0.26,0.44,0.21,0.55,0.36,0.31,0.45,0.42,0.56,0.71,0.71,0.78,0.62,0.42,0.47,0.01,0.16,0,0.23,0.26,0.38,0.4,0.04,0.04,0.05,0.05,0.93,0.01,0.23,0.25,0.6,0.58,0.59,0.71,0.1,0.19,0.5,0.04,0.66,0.72,0.63,0.65,0.67,0.17,0.07,0.13,0.12,0.12,0.26,0.28,0.31,0.33,0.45,0.32,0.26,0,0,0.06,0.56,0.65,0.63,0.65,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.02,0.22,0.04,"?","?","?","?",0,"?",0.39
48,"?","?","Rosenbergcity",0.02,0.6,0.15,0.45,0.02,0.82,0.49,0.53,0.34,0.3,0,0,0.23,0.6,0.66,0.33,0.38,0.31,0.24,0.24,0.17,0.25,0.16,0.48,0.18,"0.18",0.22,0.04,0.57,0.81,0.73,0.13,0.38,0.56,0.34,0.41,0.53,0.18,0.56,0.37,0.56,0.58,0.71,0.57,0.54,0.62,0.57,0.69,0.66,0.01,0.17,0.01,0.3,0.35,0.42,0.58,0.2,0.21,0.23,0.28,0.32,0.5,0.54,0.53,0.65,0.6,0.71,0.41,0.63,0.59,0,0.03,0.66,0.45,0.4,0.79,0.69,0.77,0.38,0.08,0.08,0.08,0.19,0.2,0.21,0.23,0.4,0.28,0.53,0,0,0.28,0.8,0.53,0.76,0.85,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.03,0.15,0,"?","?","?","?",0,"?",0.49
33,"13","14200","Concordcity",0.04,0.37,0.01,0.98,0.04,0.02,0.33,0.49,0.3,0.42,0,0,0.35,0.58,0.15,0.61,0.47,0.17,0.49,0.38,0.37,0.36,0.31,0.22,0.31,"0.35",0.4,0.02,0.17,0.18,0.25,0.45,0.38,0.52,0.3,0.63,0.27,0.54,0.68,0.45,0.6,0.66,0.38,0.61,0.65,0.71,0.51,0.67,0.77,0.01,0.14,0.01,0.17,0.2,0.18,0.2,0.03,0.04,0.03,0.03,0.92,0.03,0.11,0.1,0.32,0.45,0.23,0.47,0.05,0.64,0,0.08,0.61,0.41,0.03,0.36,0.5,0.26,0.33,0.26,0.26,0.25,0.43,0.44,0.49,0.45,0.51,0.66,0.64,0.03,0,0.08,0.54,0.41,0.5,0.53,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",0.19,0.05,0.05,"?","?","?","?",0,"?",0.06
